111,1110
467,4670
954,9540
548,5480
61,610
417,4170
904,9040
498,4980
11,110
367,3670
317,3170
623,6230
136,1360
86,860
36,360
813,8130
763,7630
713,7130
582,5820
663,6630
532,5320
613,6130
969,9690
482,4820
563,5630
432,4320
788,7880
301,3010
738,7380
251,2510
201,2010
151,1510
101,1010
928,9280
878,8780
828,8280
778,7780
647,6470
597,5970
903,9030
416,4160
853,8530
366,3660
803,8030
316,3160
266,2660
216,2160
166,1660
762,7620
531,5310
968,9680
481,4810
918,9180
431,4310
381,3810
331,3310
281,2810
596,5960
546,5460
983,9830
496,4960
365,3650
446,4460
315,3150
396,3960
265,2650
346,3460
215,2150
165,1650
34,340
711,7110
661,6610
611,6110
967,9670
561,5610
74,740
430,4300
917,9170
511,5110
24,240
380,3800
867,8670
461,4610
817,8170
330,3300
636,6360
149,1490
586,5860
99,990
49,490
776,7760
726,7260
676,6760
545,5450
626,6260
982,9820
495,4950
576,5760
801,8010
314,3140
751,7510
264,2640
701,7010
214,2140
164,1640
114,1140
64,640
891,8910
966,9660
916,9160
866,8660
379,3790
816,8160
329,3290
766,7660
279,2790
229,2290
179,1790
129,1290
981,9810
494,4940
931,9310
444,4440
881,8810
394,3940
344,3440
294,2940
244,2440
113,1130
63,630
369,3690
559,5590
996,9960
509,5090
946,9460
459,4590
328,3280
409,4090
278,2780
359,3590
228,2280
309,3090
534,5340
47,470
484,4840
674,6740
624,6240
980,9800
574,5740
930,9300
524,5240
37,370
393,3930
880,8800
474,4740
830,8300
343,3430
699,6990
649,6490
162,1620
599,5990
112,1120
549,5490
62,620
12,120
739,7390
689,6890
639,6390
995,9950
508,5080
814,8140
764,7640
277,2770
714,7140
227,2270
664,6640
177,1770
127,1270
77,770
27,270
979,9790
929,9290
879,8790
829,8290
342,3420
779,7790
292,2920
729,7290
242,2420
192,1920
142,1420
92,920
267,2670
994,9940
944,9440
457,4570
894,8940
407,4070
844,8440
357,3570
307,3070
176,1760
257,2570
126,1260
207,2070
76,760
382,3820
332,3320
522,5220
959,9590
472,4720
909,9090
422,4220
291,2910
372,3720
728,7280
241,2410
547,5470
497,4970
10,100
447,4470
637,6370
993,9930
587,5870
943,9430
537,5370
893,8930
487,4870
712,7120
662,6620
612,6120
125,1250
562,5620
75,750
512,5120
25,250
702,7020
652,6520
827,8270
777,7770
727,7270
677,6770
190,1900
627,6270
140,1400
90,900
40,400
115,1150
942,9420
892,8920
842,8420
792,7920
305,3050
742,7420
255,2550
692,6920
205,2050
155,1550
105,1050
55,550
280,2800
230,2300
180,1800
957,9570
907,9070
857,8570
370,3700
807,8070
320,3200
757,7570
270,2700
139,1390
220,2200
932,9320
445,4450
526,5260
395,3950
345,3450
295,2950
972,9720
485,4850
841,8410
922,9220
435,4350
791,7910
872,8720
385,3850
741,7410
254,2540
610,6100
560,5600
997,9970
510,5100
460,4600
410,4100
360,3600
956,9560
550,5500
906,9060
987,9870
725,7250
675,6750
625,6250
575,5750
88,880
525,5250
38,380
475,4750
665,6650
13,130
790,7900
740,7400
690,6900
640,6400
153,1530
590,5900
103,1030
540,5400
53,530
3,30
178,1780
128,1280
78,780
905,9050
855,8550
805,8050
755,7550
268,2680
705,7050
218,2180
655,6550
168,1680
118,1180
424,4240
780,7800
293,2930
243,2430
193,1930
143,1430
970,9700
920,9200
870,8700
820,8200
333,3330
770,7700
283,2830
720,7200
589,5890
945,9450
458,4580
539,5390
895,8950
408,4080
489,4890
358,3580
308,3080
258,2580
985,9850
854,8540
935,9350
448,4480
804,8040
885,8850
398,3980
754,7540
573,5730
523,5230
960,9600
473,4730
423,4230
373,3730
323,3230
919,9190
688,6880
638,6380
588,5880
538,5380
51,510
488,4880
1,10
438,4380
26,260
753,7530
703,7030
653,6530
603,6030
116,1160
553,5530
66,660
503,5030
16,160
322,3220
678,6780
191,1910
272,2720
141,1410
91,910
41,410
868,8680
818,8180
768,7680
718,7180
231,2310
668,6680
181,1810
618,6180
131,1310
